timestamp,sensor_id,temperature_c,humidity_pct,pressure_kpa,battery_v,status
2024-06-09 08:00:00,S101,20.41,47.4,101.87,3.58,error
2024-06-09 08:30:00,S102,26.39,51.9,100.82,4.0,normal
2024-06-09 09:00:00,S104,21.8,67.8,101.9,3.73,normal
2024-06-09 09:30:00,S104,19.49,55.6,101.05,3.59,normal
2024-06-09 10:00:00,S101,25.72,72.4,101.24,3.7,normal
2024-06-09 10:30:00,S102,19.52,42.9,101.65,3.58,normal
2024-06-09 11:00:00,S102,17.46,52.1,102.15,3.66,normal
2024-06-09 11:30:00,S102,26.71,56.9,101.49,3.71,normal
2024-06-09 12:00:00,S103,18.33,51.3,101.35,3.81,warning
2024-06-09 12:30:00,S104,19.82,48.8,102.04,3.72,error
2024-06-09 13:00:00,S101,19.37,46.4,101.32,3.5,normal
2024-06-09 13:30:00,S103,23.28,53.3,101.4,3.58,normal
2024-06-09 14:00:00,S103,22.31,46.5,100.72,3.84,warning
2024-06-09 14:30:00,S102,20.41,54.1,100.61,3.87,error
2024-06-09 15:00:00,S103,23.62,53.9,100.81,3.4,normal
2024-06-09 15:30:00,S101,18.4,51.6,101.34,3.71,error
2024-06-09 16:00:00,S104,14.93,50.5,101.02,3.93,normal
2024-06-09 16:30:00,S102,18.31,61.0,101.0,3.69,normal
2024-06-09 17:00:00,S103,22.65,59.8,101.6,3.42,error
2024-06-09 17:30:00,S104,21.28,52.5,101.12,3.6,normal
2024-06-09 18:00:00,S104,24.69,52.7,101.13,3.6,normal
2024-06-09 18:30:00,S101,24.12,50.9,100.64,3.76,normal
2024-06-09 19:00:00,S102,19.38,52.0,101.09,3.85,normal
2024-06-09 19:30:00,S103,22.05,60.7,101.27,3.54,normal
2024-06-09 20:00:00,S102,20.85,48.5,100.76,3.72,normal
2024-06-09 20:30:00,S104,20.23,53.4,100.55,3.52,normal
2024-06-09 21:00:00,S102,21.48,71.6,101.48,3.73,normal
2024-06-09 21:30:00,S101,23.51,45.3,101.34,3.6,normal
2024-06-09 22:00:00,S103,11.45,47.1,100.45,3.75,normal
2024-06-09 22:30:00,S104,22.86,68.6,101.26,3.58,warning
2024-06-09 23:00:00,S101,19.18,60.7,100.79,3.45,error
2024-06-09 23:30:00,S102,22.07,50.6,101.65,3.86,error
2024-06-10 00:00:00,S102,21.7,45.8,101.08,3.78,warning
2024-06-10 00:30:00,S102,24.66,58.0,101.63,3.73,normal
2024-06-10 01:00:00,S104,18.76,56.7,102.64,3.82,normal
2024-06-10 01:30:00,S101,20.96,45.7,101.76,3.45,normal
2024-06-10 02:00:00,S102,19.91,60.5,100.39,3.53,normal
2024-06-10 02:30:00,S103,17.34,67.2,100.84,3.69,normal
2024-06-10 03:00:00,S104,23.66,38.9,102.33,3.71,warning
2024-06-10 03:30:00,S102,22.45,64.5,101.25,3.78,normal
2024-06-10 04:00:00,S103,17.57,46.2,101.03,3.57,normal
2024-06-10 04:30:00,S101,18.6,56.1,101.37,3.79,warning
2024-06-10 05:00:00,S101,22.06,59.2,101.08,3.66,error
2024-06-10 05:30:00,S101,23.31,52.1,101.87,3.99,error
2024-06-10 06:00:00,S104,18.87,49.0,102.09,3.73,normal
2024-06-10 06:30:00,S101,22.85,65.7,100.74,3.73,normal
2024-06-10 07:00:00,S104,17.7,46.6,101.44,3.61,error
2024-06-10 07:30:00,S103,24.26,65.6,101.9,3.61,normal
2024-06-10 08:00:00,S102,20.85,58.0,101.9,3.72,error
2024-06-10 08:30:00,S104,23.89,45.3,101.77,3.99,error
2024-06-10 09:00:00,S101,24.66,48.2,101.3,3.63,normal
2024-06-10 09:30:00,S101,26.13,46.7,100.94,3.55,normal
2024-06-10 10:00:00,S101,20.97,47.0,101.83,3.64,warning
2024-06-10 10:30:00,S103,17.82,48.0,101.36,3.47,normal
2024-06-10 11:00:00,S104,24.28,61.8,101.41,4.0,normal
2024-06-10 11:30:00,S104,21.98,55.8,101.3,3.68,error
2024-06-10 12:00:00,S101,19.11,54.0,101.55,3.96,warning
2024-06-10 12:30:00,S103,24.48,60.2,100.97,3.64,error
2024-06-10 13:00:00,S104,18.21,50.6,101.8,3.69,normal
2024-06-10 13:30:00,S104,18.37,51.7,101.58,3.87,warning
2024-06-10 14:00:00,S103,25.93,54.2,101.38,3.55,normal
2024-06-10 14:30:00,S101,21.96,46.3,101.21,3.62,normal
2024-06-10 15:00:00,S104,23.21,41.0,100.73,3.55,normal
2024-06-10 15:30:00,S102,18.73,62.3,101.61,3.44,warning
2024-06-10 16:00:00,S104,23.99,58.3,100.83,3.85,warning
2024-06-10 16:30:00,S104,19.25,48.6,101.14,3.5,normal
2024-06-10 17:00:00,S104,20.13,57.0,100.8,3.47,normal
2024-06-10 17:30:00,S102,25.97,57.3,100.94,3.69,normal
2024-06-10 18:00:00,S101,19.22,64.0,101.51,3.69,normal
2024-06-10 18:30:00,S104,20.18,61.4,100.78,3.61,normal
2024-06-10 19:00:00,S101,17.4,51.1,100.68,3.63,normal
2024-06-10 19:30:00,S103,23.14,75.3,100.81,3.74,normal
2024-06-10 20:00:00,S103,23.62,63.5,100.75,3.64,normal
2024-06-10 20:30:00,S101,24.45,36.1,101.95,3.51,error
2024-06-10 21:00:00,S103,19.32,35.5,100.51,3.6,normal
2024-06-10 21:30:00,S104,19.34,39.5,101.67,3.57,normal
2024-06-10 22:00:00,S101,18.08,64.5,101.44,3.93,normal
2024-06-10 22:30:00,S104,25.48,52.3,102.24,3.72,normal
2024-06-10 23:00:00,S103,25.74,61.6,101.39,3.65,normal
2024-06-10 23:30:00,S104,21.18,60.2,101.02,3.66,normal
2024-06-11 00:00:00,S104,21.82,49.2,101.32,3.82,normal
2024-06-11 00:30:00,S102,24.9,41.9,100.76,3.9,normal
2024-06-11 01:00:00,S101,20.01,44.5,100.66,3.53,error
2024-06-11 01:30:00,S101,23.67,48.7,100.87,3.99,error
2024-06-11 02:00:00,S103,13.36,56.3,101.65,3.64,normal
2024-06-11 02:30:00,S102,27.07,59.8,100.68,3.73,error
2024-06-11 03:00:00,S103,18.41,62.5,101.92,4.07,error
2024-06-11 03:30:00,S104,21.84,56.0,101.08,3.57,normal
2024-06-11 04:00:00,S103,18.15,67.2,101.45,3.81,normal
2024-06-11 04:30:00,S104,24.66,53.1,101.51,3.84,warning
2024-06-11 05:00:00,S103,19.99,61.1,100.68,3.76,error
2024-06-11 05:30:00,S102,23.88,43.2,101.51,3.52,warning
2024-06-11 06:00:00,S102,26.62,71.1,101.83,3.92,normal
2024-06-11 06:30:00,S104,12.13,55.1,101.65,3.55,normal
2024-06-11 07:00:00,S104,20.81,64.8,100.84,3.64,normal
2024-06-11 07:30:00,S101,22.49,61.0,101.42,3.64,normal
2024-06-11 08:00:00,S103,19.53,62.9,101.65,3.65,normal
2024-06-11 08:30:00,S104,26.36,66.1,101.62,3.68,error
2024-06-11 09:00:00,S102,24.43,54.2,101.03,3.86,warning
2024-06-11 09:30:00,S101,20.19,59.5,101.11,3.64,normal
